name,latitude,longitude,subtype,year,description,image_url,official_url,county,city
Clinton Downtown Historic District,42.07200067200005,-83.97297392099995,district,2012,,,https://catalog.archives.gov/id/25339880,Lenawee,Clinton
Marine City Water Works,42.71677545700009,-82.49129735299992,district,2012,,,https://catalog.archives.gov/id/25340519,St. Clair,Marine City
"Rentschler, Emanuel and Elizabeth, Farmstead",42.17587852700012,-83.761126248,district,2014,,,,Washtenaw,Saline
"Redstone, Louis G., Residential Historic District",42.43308714700003,-83.1721254759999,district,2014,,,,Wayne,Detroit
Williamston Downtown Historic District,42.68918340199996,-84.28314976399992,district,2014,,,https://catalog.archives.gov/id/25339487,Ingham,Williamston
Dearborn City Hall Complex,42.32116196800007,-83.17714180999991,district,2017,,,,Wayne,Dearborn
Saint Matthew Parish,42.41150400000009,-82.94248299999991,district,2024,,,,Wayne,Detroit
Lakewood Farm,42.804856000000136,-86.20981099999993,district,2024,,,,Ottawa,Park Township
St. Ignace Mission,45.87162409199998,-84.74398468099997,site,2012,,,https://catalog.archives.gov/id/25338761,Mackinac,St. Ignace
"Brooks, Harold C., House (Boundary Increase)",42.27456131500014,-84.96383709999998,site,2012,,,https://catalog.archives.gov/id/25339024,Calhoun,Marshall
Gros Cap Cemetery,45.870360343000186,-84.79918331099998,site,2012,,,,Mackinac,Gros Cap
Ardis Furnace,45.836891412000156,-88.0487397689999,site,2012,,,https://catalog.archives.gov/id/25339230,Dickinson,Iron Mountain
Jackson Mine,46.49854518000012,-87.62291989799996,site,2012,,,https://catalog.archives.gov/id/25340087,Marquette,Negaunee
Jackson Iron Company Site,46.52134876500014,-87.56581724199992,site,2012,,,https://catalog.archives.gov/id/25340085,Marquette,Negaunee
Schoolcraft Furnace Site,46.42386122800013,-86.62275728599991,site,2012,,,https://catalog.archives.gov/id/25338807,Alger,Munising
Hebrew Cemetery,42.25513825800003,-84.42274418199997,site,2012,,,https://catalog.archives.gov/id/25339615,Jackson,Jackson
"Stafford, W. R., Planing Mill Site",43.941274554000074,-82.70734696099998,site,2012,,,https://catalog.archives.gov/id/25337941,Huron,Port Hope
"Stafford, W. R., Saw Mill Site",43.943682031000094,-82.70891126599997,site,2012,,,https://catalog.archives.gov/id/25337939,Huron,Port Hope
Keweenaw National Historical Park,47.155556140000144,-88.55764761999994,site,2012,,,https://catalog.archives.gov/id/25339443,Houghton,Calumet
Morgan West Wheatland Cemetery,43.61526200000002,-85.19377099999993,site,2024,,,,Mecosta,Wheatland Township
COASTER II,48.002197887000136,-122.22156240599996,structure,2012,,,https://catalog.archives.gov/id/25340041,Marquette,Marquette
Main Street--Black River Bridge,46.47371508300011,-90.00151385399994,structure,2012,,,https://catalog.archives.gov/id/25337905,Gogebic,Bessemer Township
Caspian Mine Headframe,46.067604962000075,-88.62542589199997,structure,2012,,,https://catalog.archives.gov/id/25338127,Iron,Caspian
Crystal Falls Dam and Power Plant,46.10619480999997,-88.33491689699991,structure,2012,,,https://catalog.archives.gov/id/25338113,Iron,Crystal Falls
"Moores, J.H., Memorial Natatorium",42.716945708000026,-84.5563335729999,structure,2012,,,https://catalog.archives.gov/id/25339523,Ingham,Lansing
Chapin Mine Steam Pump Engine,45.82492888100012,-88.07018133899993,structure,2012,,,https://catalog.archives.gov/id/25339228,Dickinson,Iron Mountain
Manistique Pumping Station,45.963055429000185,-86.25187828599991,structure,2012,,,https://catalog.archives.gov/id/25340458,Schoolcraft,Manistique
Bay Furnace,46.440750258000094,-86.7059538229999,structure,2012,,,https://catalog.archives.gov/id/25338805,Alger,Christmas
Second Street Bridge,42.53113310400005,-85.84816713299995,structure,2012,,,https://catalog.archives.gov/id/25338833,Allegan,Allegan
Croton Hydroelectric Plant,43.43707543100014,-85.6654522479999,structure,2012,,,https://catalog.archives.gov/id/25340186,Newaygo,Croton
West Mitchell Street Bridge,45.3739778150001,-84.96092349099996,structure,2012,,,https://catalog.archives.gov/id/25337805,Emmet,Petoskey
Skillagalee Light Station,45.67638699000001,-85.17172008999988,structure,2012,,,https://catalog.archives.gov/id/28891084,Emmet,Cross Village
ALVIN CLARK (schooner),45.1042248180001,-87.6202563459999,structure,2012,,,https://catalog.archives.gov/id/25340123,Menominee,Menominee
S.S. VALLEY CAMP,46.49951611000016,-84.33497139199987,structure,2012,,,https://catalog.archives.gov/id/25339166,Chippewa,Sault Ste. Marie
Shay Locomotive,44.24487148000003,-85.39884831699999,structure,2012,,,https://catalog.archives.gov/id/25341194,Wexford,Cadillac
Mineral Well Park,45.375318057000136,-84.96036444799995,structure,2012,,,https://catalog.archives.gov/id/25337803,Emmet,Petoskey
U.S.S. SILVERSIDES,43.227407561,-86.33880875599993,structure,2012,,,https://catalog.archives.gov/id/25340177,Muskegon,Muskegon
Thornapple River Drive Bridge,42.93965805400013,-85.49127986999997,structure,2012,,,https://catalog.archives.gov/id/25339740,Kent,Cascade Township
Manistee North Pier,44.251150027000165,-86.34500619399995,structure,2012,,,https://catalog.archives.gov/id/25340035,Manistee,Manistee
US 12 St. Joseph River Bridge,41.80000917500012,-85.75684724699994,structure,2012,,,https://catalog.archives.gov/id/25340549,St. Joseph,Mottville
Martin Road Bridge,42.96890527200014,-84.05591730799995,structure,2012,,,https://catalog.archives.gov/id/25340480,Shiawassee,Corunna
"Eesley, J. F., Milling Co. Flour Mill--Elevator",42.44306539800004,-85.63164158799998,structure,2012,,,https://catalog.archives.gov/id/25337654,Allegan,Plainwell
CITY OF MILWAUKEE,44.629679987000024,-86.23752347799996,structure,2012,,,https://catalog.archives.gov/id/25338734,Benzie,Manistee
Pere Marquette Railway Steam Locomotive No. 1225,42.993261298000036,-84.1646597309999,structure,2012,,,https://catalog.archives.gov/id/25340482,Shiawassee,Owosso
Parshallburg Bridge,43.14406845600007,-84.13519801099994,structure,2012,,,https://catalog.archives.gov/id/25340432,Saginaw,Oakley
"Navigation Structures at South Haven Harbor, Michigan",42.402508093000144,-86.2818919799999,structure,2012,,,https://catalog.archives.gov/id/25340591,Van Buren,South Haven
"Piers and Revetments at Grand Haven, Michigan",43.05888041100007,-86.25603065499995,structure,2012,,,https://catalog.archives.gov/id/25340388,Ottawa,Grand Haven
"Piers and Revetments at Grand Haven, Michigan",43.062892742000145,-86.23897292999999,structure,2012,,,https://catalog.archives.gov/id/25340388,Ottawa,Grand Haven
"Manistee Harbor, South Breakwater",44.25149336700013,-86.34995003799992,structure,2012,,,https://catalog.archives.gov/id/25340033,Manistee,Manistee
"Manistee Harbor, South Breakwater",44.24709925300003,-86.34511368199998,structure,2012,,,https://catalog.archives.gov/id/25340033,Manistee,Manistee
Udell Lookout Tower,44.20806908500009,-86.09990761099994,structure,2012,,,https://catalog.archives.gov/id/25340031,Manistee,Wellston
Center Road--Tittabawassee River Bridge,43.39364389700018,-84.01493551999988,structure,2012,,,https://catalog.archives.gov/id/25338414,Saginaw,James Township
M-28--Sand River Bridge,46.495070465000126,-87.10751855499988,structure,2012,,,https://catalog.archives.gov/id/25337648,Alger,Onota Township
M-94 (old)--Au Train River Bridge,46.433135107000176,-86.83641093999995,structure,2012,,,https://catalog.archives.gov/id/25337650,Alger,Au Train Township
King Road--Whitefish River Bridge,46.26344008700004,-87.09292199699996,structure,2012,,,https://catalog.archives.gov/id/25337652,Alger,Limestone Township
Canyon Falls Bridge,46.62525715900018,-88.47027544199995,structure,2012,,,https://catalog.archives.gov/id/25337694,Missaukee,L'Anse Township
M-28--Tahquamenon River Bridge,46.34603498100018,-84.95900318499997,structure,2012,,,https://catalog.archives.gov/id/25337718,Chippewa,Chippawa Township
Stony Creek Bridge,42.9150132040001,-84.58000735699989,structure,2012,,,https://catalog.archives.gov/id/25337722,Clinton,Olive Township
US-41 (old)--Backwater Creek Bridge,46.75425501000018,-88.49498845899996,structure,2012,,,https://catalog.archives.gov/id/25337696,Baraga,Barage Township
Cheboyan Bascule Bridge,45.64577944600012,-84.47278973299991,structure,2012,,,https://catalog.archives.gov/id/25337716,Cheboygan,Cheboyan
M-27--Au Sable River Bridge,44.659691622000125,-84.71227689599989,structure,2012,,,https://catalog.archives.gov/id/25337724,Crawford,Grayling
County Road I-39-- Rapid River Bridge,46.022643955000085,-86.97908343299991,structure,2012,,,https://catalog.archives.gov/id/25337726,Delta,Masonville Township
Planter Road--Jackson Creek Bridge,46.513344103000065,-89.97017847099988,structure,2012,,,https://catalog.archives.gov/id/25337903,Gogebic,Wakefield Township
Lincoln Road--Pine River Bridge,43.37926812100017,-84.83296108699983,structure,2012,,,https://catalog.archives.gov/id/25337911,Gratiot,Seville
County Road C11--Pike River Bridge,47.01850636700004,-88.53951411099996,structure,2012,,,https://catalog.archives.gov/id/25337915,Houghton,Chassell
US 2--Iron River Bridge,46.101897834000106,-88.50014765999998,structure,2012,,,https://catalog.archives.gov/id/25338117,Iron,Iron River
Mansfield Road--Michigamme River Bridge,46.113453793000126,-88.2166199319999,structure,2012,,,https://catalog.archives.gov/id/25338115,Iron,Mansfield Township
Forest Route 157--Tamarack River Bridge,46.247084158000064,-88.97825160799988,structure,2012,,,https://catalog.archives.gov/id/25338119,Iron,Stambaugh Township
Chicagon Mine Road--Chicagon Creek Bridge,46.09534832500008,-88.50884425499993,structure,2012,,,https://catalog.archives.gov/id/25338111,Iron,Bates Township
Business Route M-21--Plaster Creek Bridge,42.93594751800009,-85.6872797019999,structure,2012,,,https://catalog.archives.gov/id/25338212,Kent,Wyoming
Division Avenue--Plaster Creek Bridge,42.91818751500011,-85.66603095699992,structure,2012,,,https://catalog.archives.gov/id/25338214,Kent,Grand Rapids
US 41--Fanny Hooe Creek Bridge,47.466843063000105,-87.87189169699991,structure,2012,,,https://catalog.archives.gov/id/25338227,Keweenaw,Grant Township
North Watervliet Road--Paw Paw Lake Outlet Bridge,42.20777663200016,-86.25005488699988,structure,2012,,,https://catalog.archives.gov/id/25337700,Berrien,Watervliet
Blossomland Bridge,42.112402023000016,-86.47785252899996,structure,2012,,,https://catalog.archives.gov/id/25337704,Berrien,Saint Joseph
M 26--Cedar Creek Culvert,47.45535342900018,-88.15009191799999,structure,2012,,,https://catalog.archives.gov/id/25338229,Keweenaw,Eagle Harbor Township
Avery Road--Galien River Bridge,41.874231144000134,-86.55486912899993,structure,2012,,,https://catalog.archives.gov/id/25337702,Berrien,New Troy
M26--Silver River Culvert,47.46294250900013,-88.07243949999992,structure,2012,,,https://catalog.archives.gov/id/25338231,Keweenaw,Eagle Harbor Township
Mackinac Trail--Carp River Bridge,46.018457109000046,-84.71831679299993,structure,2012,,,https://catalog.archives.gov/id/25338285,Mackinac,St. Ignace Township
County Road 557--West Branch Escanaba River Bridge,46.14662300400017,-87.46265271099999,structure,2012,,,https://catalog.archives.gov/id/25338289,Marquette,Wells Township
Truck Line Bridge No. 1,46.52824401400016,-88.00386085499991,structure,2012,,,https://catalog.archives.gov/id/25338291,Marquette,Michigamme Township
M 95 (old)--Michigamme River  Bridge,46.24647855900014,-88.01278361499993,structure,2012,,,https://catalog.archives.gov/id/25338287,Marquette,Republic Township
North Saginaw Road--Salt River Bridge,43.67821936900008,-84.39436171299997,structure,2012,,,https://catalog.archives.gov/id/25338335,Midland,Jerome Township
Ball Road--Little Salt Creek Bridge,43.51685792500006,-84.55875731299989,structure,2012,,,https://catalog.archives.gov/id/25338337,Midland,Jasper Township
US 31--Pentwater River Bridge,43.741437937000114,-86.38957564399993,structure,2012,,,https://catalog.archives.gov/id/25338357,Oceana,Weare Township
Fruitport Road--Pettys Bayou Bridge,43.08943963000018,-86.17522263199999,structure,2012,,,https://catalog.archives.gov/id/25338359,Ottawa,Spring Lake Township
Ocqueoc Falls Highway--Ocqueoc River Bridge,45.38923720899999,-84.05921988199998,structure,2012,,,https://catalog.archives.gov/id/25338361,Presque Isle,Ocqueoc
Ten Curves Road--Manistique River Bridge,46.24702104200002,-85.92468673899998,structure,2012,,,https://catalog.archives.gov/id/25338430,Schoolcraft,Gemfask Township
Second Street--Gun River Bridge,42.515529590000014,-85.56286799999994,structure,2012,,,https://catalog.archives.gov/id/25337688,Allegan,Hooper
M--88--Intermediate River Bridge,44.97856469200013,-85.21014023099991,structure,2012,,,https://catalog.archives.gov/id/25337692,Antrim,Bellaire
South Union Street--Boardman River Bridge,44.76194183699999,-85.62371344199993,structure,2012,,,https://catalog.archives.gov/id/25337909,Grand Traverse,Traverse City
Residential Drive--Townline Brook Bridge,42.477531849000165,-84.95301774899997,structure,2012,,,https://catalog.archives.gov/id/25337728,Eaton,Walton Township
Powers Highway--Battle Creek Bridge,42.454380793000084,-84.80662405799985,structure,2012,,,https://catalog.archives.gov/id/25337730,Eaton,Brookfield Township
Stancer--Road--North Coldwater River Bridge,42.02152003300011,-85.09076856899998,structure,2012,,,https://catalog.archives.gov/id/25337708,Branch,Union Township
US-12--Coldwater River Bridge,41.94458910300007,-85.03105657899987,structure,2012,,,https://catalog.archives.gov/id/25337706,Branch,Coldwater
12 Mile road-- Kalamazoo River Bridge,42.27004012600008,-85.06147161699995,structure,2012,,,https://catalog.archives.gov/id/25337710,Calhoun,Marshall
23 Mile Road--Kalamazoo River Bridge,42.268299999000085,-84.8478810659999,structure,2012,,,https://catalog.archives.gov/id/25337712,Calhoun,Marengo
Thompson Road--Air Line Railroad Bridge,41.893169065000045,-86.19466984199994,structure,2012,,,https://catalog.archives.gov/id/25337714,Cass,Howard
American Legion Memorial Bridge,44.76136833700019,-85.62094720499994,structure,2012,,,https://catalog.archives.gov/id/25337907,Grand Traverse,Traverse City
Trunk Line Bridge No. 237,41.769749591000036,-84.57323824799994,structure,2012,,,https://catalog.archives.gov/id/25337913,Hillsdale,Ransom
Ash Street--Sycamore Creek Bridge,42.579224459000166,-84.4474251549999,structure,2012,,,https://catalog.archives.gov/id/25337987,Ingham,Mason
M-50--Sandstone Creek Bridge,42.37306498500009,-84.54493138499993,structure,2012,,,https://catalog.archives.gov/id/25338149,Jackson,Tompkins
Mill Street--South Branch Raisin River Bridge,42.11005785000014,-84.24548558599992,structure,2012,,,https://catalog.archives.gov/id/25338147,Jackson,Brooklyn
Denton Road--Sparks Foundation Park Pond Bridge,42.227309045000084,-84.43183661899991,structure,2012,,,https://catalog.archives.gov/id/25338151,Jackson,Jackson
Lake Leelanau Narrows Bridge,44.98145096600018,-85.71182922899987,structure,2012,,,https://catalog.archives.gov/id/25338260,Leelanau,Leland Township
Parker Road--Charlotte River Bridge,46.36259605900017,-84.28989809399997,structure,2012,,,https://catalog.archives.gov/id/25337720,Chippewa,Burce Township
M-86--Prarie River Bridge,41.918921532000184,-85.48164711599998,structure,2012,,,https://catalog.archives.gov/id/25338428,St. Joseph,Nottawa
Pere Marquette Railway Locomotive #1223,43.067758426000005,-86.22998379899997,structure,2012,,,https://catalog.archives.gov/id/25340390,Ottawa,Grand Haven
Whitefish Point Lighthouse,46.77111235900008,-84.95446057299989,structure,2012,,,https://catalog.archives.gov/id/25339180,Chippewa,Shelldrake
Marantette Bridge,41.9990388640001,-85.45837451199998,structure,2012,,,https://catalog.archives.gov/id/25340547,St. Joseph,Mendon
Porter Hollow Embankment and Culvert,43.16593035800008,-85.56692059399995,structure,2012,,,https://catalog.archives.gov/id/25339734,Kent,Algoma Township
